"Guide Title","Guide #","# of pages","Country","State/Province","Category/Subcategory","Authors","Date created","Year published","Language"
"Mato Grosso -- Fungi of Cristalino Private Natural Heritage Reserve","719","39","Brazil","","Fungi and Lichens, Mushrooms","D. Jean Lodge , Susanne Sourell","November, 2015","2015","English"
"Cundinamarca - Aves of Liceo Santa Bárbara","717","3","Colombia","","Animals, Birds","Cristian Camilo Gutiérrez Díaz, Paula Andrea Payan Quintero","August, 2016","2016","English"
"Phalloid fungi (Phallales) of Brazil","716","1","Brazil","","Fungi and Lichens","Larissa Trierveiler-Pereira ","November, 2015","2015","English"
"Pará -- Birds of the Gunma Ecological Park","715","5","Brazil","","Animals, Birds","Lucas Araújo-Silva, Pablo V. Cerqueira, Rodrigo S. Matos, Adriano Maciel, Leonardo S. Miranda","February, 2016","2016","English"
"Minas Gerais -- Frogs and Toads in Farms","714","8","Brazil","","Animals, Amphibians","Lucas Ferrante, Renato Gaiga, Rafael Costabile Menegucci, Maria Fernanda de Oliveira Sampaio, Thays Natani Silva dos Santos, Nathalia Klann Torres","November, 2015","2015","English"
"South Central -- Amphibians and Reptiles of Uzbekistan   ","713","2","Uzbekistan","","Animals, Amphibians, Reptiles","Tom Martin, Mathieu Guillemin, Remy Eudeline, Cecile Landsmann, Valentin Nivet-Mazerolles, James Stroud","April, 2016","2016","English"
"Minas Gerais -- Epiphytes of Ibitipoca State Park ","712","4","Brazil","","Plants, Epiphytes","Samyra Gomes Furtado, Camila Nardy, Andressa Cabral, Luiz Menini Neto","November, 2015","2015","English"
"Minas Gerais, Rio de Janeiro, São Paulo & Espírito Santo -- Cactaceae of Serra da Mantiqueira","711","4","Brazil","","Plants","Diego Rafael Gonzaga, Ariane Luna Peixoto, Luiz Menini Neto","November, 2015","2015","English"
"Rio de Janeiro -- Shrub Species of Costal Vegetation of Arraial do Cabo","710","2","Brazil","","Plants","Viviane S. da Fonseca-Kruel, Cyl Farney C. de Sá, Antonio Carlos S. de Andrade , Dorothy Araujo","October, 2015","2015","English"
"Sava -- Arecaceae of Marojejy National Park","709","2","Madagascar","","Plants, Fruits, Trees, Useful plants","Wolf L. Eiserhardt, Mijoro Rakotoarinivo, William J. Baker","October, 2015","2015","English"
"Cundimarca -- Bosque Las Mercedes Herbaceous Plants","708","8","Colombia","","Plants, Terrestrial herbs","Ingrid Marcela Obando","December, 2015","2015","English"
"Guaviare -- Humedal San José Avifauna","707","7","Colombia","","Animals, Birds","Jasbleidy Acosta, Victor Setina, José Mahecha, Juan García, Yilder Barbosa, Faber Hernández, Daniela Vesga, Cristy Trujillo, Lucdinay Castañeda , Daniel Melo , Amalfy Anacona","November, 2015","2015","English"
"Orchidaceae - subtribe Zygopetalinae","706","7","Brazil","","Plants, Climbers, Terrestrial herbs","Climbiê Ferreira Hall, Felipe Fajardo Villela Antolin Barberena, Sérgio Queiroz, Vinícius Trettel Rodrigues , Ana Kelly Koch, Fábio de Barros","October, 2015","2015","English"
"Loreto -- Tapiche and Blanco Rivers Common Plants","705","10","Peru","","Plants, Climbers, Epiphytes, Fruits, Shrubs and treelets, Trees, Useful plants","Luis A. Torres-Montenegro, Tony J. Mori-Vargas, Marcos A. Ríos-Paredes, Corine Vriesendorp, Nigel Pitman","October, 2015","2015","English"
"Amazonas -- Amphibians and Reptiles of Amacayacu National Park ","704","2","Colombia","","Animals, Amphibians, Reptiles","James T. Stroud","November, 2015","2015","English"
"Maricao, Sabana Grande, San Germán municipalities -- Lichens of Maricao State Forest","703","2","Puerto Rico","","Fungi and Lichens","Joel A. Mercado-Díaz, Robert Lücking","September, 2015","2015","English"
"Pernambuco -- Plants of the Island of Fernando do Noronha","702","11","Brazil","","Plants","Débora Maria Cavalcanti Ferreira, Ângela Maria de Miranda Freitas, Armando José Barsante Santos","October, 2015","2015","English"
"Arauca -- Aves of Arauca city","698","4","Colombia","","Animals, Birds","Arley Omar Gallardo, Magaly Elisabeth Ardila Reyes","August, 2015","2015","English"
"San Lorenzo -- Aves of the National Asunción University campus","697","4","Paraguay","","Animals, Birds","Fátima Natalia Ortiz","August, 2015","2015","English"
"Iquitos -- Aves of Boulevard - Malecón Tarapacá","696","10","Peru","","Animals, Birds","Javier A. Ayapi Da Silva , Surecht A. Ruíz Ramos","August, 2015","2015","English"
"San Martín -- Aves from Almendra, Mishquiyacu y Rumiyacu","695","8","Peru","","Animals, Birds","Javier A. Ayapi Da Silva , Surecht A. Ruíz Ramos","August, 2015","2015","English"
"Bahia -- Tabebuia Alliance (Bignoniaceae)","694","5","Brazil","","Plants, Climbers, Shrubs and treelets, Terrestrial herbs, Trees","Fábio da S. do Espírito Santo","July, 2015","2015","English"
"Cundimarca -- Humedal Conejera-Uzhe Tibacuy Aves","693","5","Colombia","","Animals, Birds","Alejandro Pérez, César Villamil, Alejandro Montañez","October, 2015","2015","English"
"Esmeralda Province -- Mache-Chindul Ecological Reserve - Gesneriaceae","692","4","Ecuador","","Plants, Climbers","John L. Clark , Laura Clavijo","July, 2015","2015","English"
"Zamora-­Chinchipe -- Gesneriaceae of the Tapichalaca Biological Reserve","691","4","Ecuador","","Plants, Climbers, Terrestrial herbs","John L. Clark , Tristan Cole, Javier Robayo","July, 2015","2015","English"
"Pastaza -- Gesneriaceae of the Río Anzu Reserve","690","2","Ecuador","","Plants, Climbers, Terrestrial herbs","David Neil, Tristan Cole, Javier Robayo, John L. Clark","July, 2015","2015","English"
"El Oro -- Gesneriaceae of the Buenaventura Biological Reserve ","689","2","Ecuador","","Plants, Climbers, Terrestrial herbs","John L. Clark , Tristan Cole, Javier Robayo","July, 2015","2015","English"
"Cundimarca -- Aves of Los Tunos Natural Park ","688","8","Colombia","","Animals, Birds","Yenny Consuelo Jaime Cáceres, Cristian Camilo Gutiérrez Díaz, Edgard Medina Sierra , Felipe López Castiblanco","October, 2015","2015","English"
"Cundinamarca -- Páramo del Tablazo Butterflies","687","6","Colombia","","Animals, Insects","Fredy Montero Abril, Maira Ortiz Perez","July, 2015","2015","English"
"Góias -- Flora of the Terra Ronca State Park","686","9","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Ana Magalhães C. Teixeira, Thomaz R. L. M. Gaya, José Roberto Rodrigues Pinto, Cássia Beatriz Munhoz","July, 2015","2015","English"
"Cusco, Madre de Dios & Puno -- Epidendrum (Orchidaceae) ","685","6","Peru","","Plants, Epiphytes, Terrestrial herbs","Isau Huamantupa, Eric Hágsater , Isaac Huamantupa","August, 2015","2015","English"
"Bahia -- Cactaceae of Sincorá & surroundings","684","4","Brazil","","Plants, Epiphytes, Shrubs and treelets, Terrestrial herbs","Mônica R. Peixoto, Victor Vinicius F. Lima, Suelma R. Silva, Marcelo B. Medeiros, Daniela C. Zappi, Lidyanne Y. S. Aona","July, 2015","2015","English"
"Cundinamarca -- Birds of Chicaque Natural Park","683","1","Colombia","","Animals, Birds","Paola Muñoz-L., Paula Pérez-H., Tatiana González-M., Jenny Rodríguez-A.","June, 2015","2015","English"
"Rio de Janeiro -- Native Coastal Strand Species of Dois Rios Beach","682","3","Brazil","","Plants, Climbers, Shrubs and treelets, Terrestrial herbs","Carla Y’ Gubáu Manão, Marcelo Dias Machado Vianna Filho & Cátia Henriques Callado, Marcelo Dias Machado Vianna Filho, Cátia Henriques Callado","June, 2015","2015","English"
"Napo -- Cuyuja and Río Cedro Mammals","681","4","Ecuador","","Animals, Mammals","Carlos Urgilés-Verdugo, Freddy Gallo, Galo Zapata-Ríos, Randall Borman, Leopoldo Gómez, Olimpo Gómez, Ricardo Urcuango, Abraham Romero, Norberto Parión, Melchor Azcanta","June, 2015","2015","English"
"Napo -- Oyacachiy and Ccottupoe Mammals","680","3","Ecuador","","Animals, Mammals","Carlos Urgilés-Verdugo, Freddy Gallo, Galo Zapata-Ríos, Randall Borman, Norberto Parión, Melchor Azcanta, Nexsar Mansaba, Carlos Umenda, Hiter Yiyoguaje, Delfin Criollo","June, 2015","2015","English"
"Napo -- Aves of Bosque Protector Colonso","679","4","Ecuador","","Animals, Birds","Leonardo Ordóñez-Delgado","June, 2015","2015","English"
"Santa Marta - Amphibians of Santa Marta and its surroudings","678","4","Colombia","Santa Marta","Animals, Amphibians","José Luis Pérez-González, Jefferson Villalba-Fuentes, Luis Alberto Rueda-Solano","August, 2018","2015","English"
"Minas Gerais --  Serra do Papagaio State Park Ericaceae","677","4","Brazil","","Plants, Epiphytes, Shrubs and treelets, Terrestrial herbs","Andressa Cabral, Fátima Regina G. Salimena, Camila Nardy, Samyra G. Furtado, Luiz Menini Neto","July, 2015","2015","English"
"Santa Marta - Reptiles of Santa Marta and its surroundings","676","6","Colombia","Santa Marta","Animals, Reptiles","José Luis Pérez-González , Jefferson Villalba-Fuentes, Luis Alberto Rueda-Solano","May, 2015","2018","English"
"Boyacá -- Palms of Páez","675","8","Colombia","","Plants, Climbers, Shrubs and treelets, Trees, Useful plants","Oscar Perdomo, Pilar Salazar-B, Fabio Caballero, Leonardo Fernández, Wilmer Vargas","September, 2015","2015","English"
"Los Ríos -- Fishes from Vinces y Abras de Mantequilla rivers","674","4","Ecuador","","Animals, Fishes","Fredy Nugra, Windsor Aguirre , Edwin Zarate","August, 2015","2015","English"
"Rio de Janeiro -- Eriocaulaceae of Rio de Janeiro","673","1","Brazil","","Plants, Terrestrial herbs","Lucas Espindola Florêncio da Silva , Marcelo Trovó","June, 2015","2015","English"
"Cundimarca -- Orchids of Sasaima","672","5","","","Plants, Climbers, Epiphytes, Terrestrial herbs","Juan Camilo Ordóñez Blanco, Julián García Tisnes, Nelson Cely","December, 2015","2015","English"
"Bahia - Calophyllaceae","671","3","Brazil","Bahia","Plants","Amanda Pricilla Batista Santos","July, 2017","2017","English"
"Góias -- Orchidaceae of Caldas Novas","670","2","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Climbiê Ferreira Hall, Augusto Francener, Caroline de Oliveira Martins, Vera Lúcia Gomes Klein, Fábio de Barros","May, 2015","2015","English"
"Pará -- Orchidaceae of the Xingu River","669","8","Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Juliana Livian Lima de Abreu, Vinícuis Martins Barbacena, Bruno Martins De Mello , Ana Kelly Koch, Jocasta Prado, Maria de Queroz Carneiro-Silva, André Luiz de Rezende Cardoso, Anna Luiza Ilkiu-Borges","May, 2015","2015","English"
"Pará -- Zingiberales of the Xingu River","668","8","Brazil","","Plants, Terrestrial herbs","André Luiz de Rezende Cardoso, Luiz Carlos Piacentini, Bruno Martins De Mello ,  Vinícius Martins Barbacena, Juliana Livian Lima de Abreu, Jocasta Prado, Anna Luiza Ilkiu-Borges","May, 2015","2015","English"
"Paraíba -- Pocinhos Plants","667","4","Brazil","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Elainne Cristina Silva Costa , José Iranildo Miranda de Melo","March, 2015","2015","English"
"Piauí -- Araceae of Piauí Coast","666","1","Brazil","","Plants, Terrestrial herbs, Aquatic plants, Climbers, Epiphytes","Rafaelle Neves Freitas, Maria Francilene Souza Silva, Ivanilza Moreira de Andrade","May, 2015","2015","English"
"Guaviare -- Birds","665","21","Colombia","","Animals, Birds","Wilmer Andrés Ramírez Riaño, Ramón Carrillo López, Johan Daniel Melo Duarte","March, 2015","2015","English"
"California -- Butterflies of the Robert J. Bernard Biological Field Station - live photos","664","5","USA","","Animals, Insects","Nancy Hamlett","February, 2015","2015","English"
"Minas Gerais -- Biribiri State Park - Paepalanthus ","663","3","Brazil","","Plants, Terrestrial herbs","Caroline Oliveira Andrino, Fabiane N. Costa, Lívia Echternacht, Paulo Takeo Sano","February, 2015","2015","English"
"Minas Gerais -- Orchidaceae of Viçosa","662","3","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Rúbia Santos Fonseca, Flávia Aparecida dos Santos, Luiz Menini Neto, Milene Faria Vieira","February, 2015","2015","English"
"Ceará -- Commelinaceae from Serrinha, Pacujá","661","1","Brazil","","Plants, Terrestrial herbs, Climbers","Alessandra Souza dos Santos, Maria Francilene Souza Silva, Maria Gracelia Paiva Nascimento, Lisbânia Maria de Brito Melo , Ivanilza Moreira de Andrade","February, 2015","2015","English"
"Pichincha -- Quito, Parque Rumipamba - Plants","660","2","Ecuador","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Carlos E. Cerón ","February, 2015","2015","English"
"Pichincha -- Quito, Zoológico Guayllabamba - Plants","659","2","Ecuador","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Carlos E. Cerón ","February, 2015","2015","English"
"Pichincha -- Quito, Quebrada Ashintaco - Plants","658","2","Ecuador","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Carlos E. Cerón ","February, 2015","2015","English"
"Imbabura -- Cotacachi-Cayapas, Laguna Cuicocha - Plants","657","2","Ecuador","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Carlos E. Cerón ","February, 2015","2015","English"
"Pichincha -- Quito, Volcán Rucu Pichincha - Plants","656","2","Ecuador","","Plants, Terrestrial herbs, Climbers","Carlos E. Cerón ","February, 2015","2015","English"
"Carchi -- Common Plants of Arrayanes Forest","655","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Carlos E. Cerón ","February, 2015","2015","English"
"Pichincha -- Quito, Sendero Lloa - Río Cristal - Plants","654","2","Ecuador","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Carlos E. Cerón , Carmita I. Reyes","February, 2015","2015","English"
"Cundinamarca -- Palo Blanco Birds","653","14","Colombia","","Animals, Birds","Luis Fernando Castro Vargas, Darwin Ortega Chamorro, Sergio Chaparrro-Herrera","January, 2015","2015","English"
"Santa Catarina -- Benedito Novo - Orchidaceae ","652","9","Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Jader Oslim Caetano, Juliane L. Schmitt Pereira, Anderson Kassner Filho, Carlos Roberto Schlemper , Leonardo R.S. Guimarães","January, 2015","2015","English"
"Rio de Janeiro -- Itatiaia National Park - Eriocaulaceae","651","2","Brazil","","Plants, Terrestrial herbs","Sânia Nayara dos Santos Freitas, Marcelo Trovó","December, 2014","2014","English"
"Puebla -- Plants of Las Margaritas","650","15","Mexico","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Guadalupe Cornejo-Tenorio, Guillermo Ibarra-Manríquez","December, 2014","2014","English"
"Guainía -- Fishes from Santa Rosa de Sapuara Lagoon","649","3","Colombia","","Animals, Fishes","Carlos Velandia-Barragán, Lina Vásquez, Engelbert Chávez","December, 2014","2014","English"
"Putumayo -- Birds of Puerto Asis","648","4","Colombia","","Animals, Birds","Alejandro Pérez, César Villamil, Alejandro Montañez","December, 2014","2014","English"
"Providencia & Santa Catalina -- Reptiles and Amphibians of San Andres","647","5","Colombia","","Animals, Amphibians, Reptiles","Diego A. Gómez, José Rances Caicedo, Juan Salvador Mendoza","November, 2014","2014","English"
"Tolima -- Amphibians & Reptiles of Vega de los Padres","646","2","Colombia","","Animals, Amphibians, Reptiles","Daniel Ramos T.,  Angie Tovar O.,  Oscar Mahecha J.","September, 2014","2014","English"
"Madre de Dios -- Amphibians of Manu Learning Centre","645","7","Peru","","Animals, Amphibians","Andrew Whitworth, Jaime Villacampa Ortega","August, 2014","2014","English"
"Madre de Dios -- Reptiles of Manu Learning Centre","644","10","Peru","","Animals, Reptiles","Andrew Whitworth,  Jaime Villacampa Ortega","August, 2014","2014","English"
"Ceará - Medicinal Plants of Juazeiro do Norte","643","3","Brazil","Ceará","Plants, Useful plants","Alessandra Buccaran,  Ariane Luna Peixoto, Ines Machline Silva","August, 2014","2014","English"
"Boyacá -- Birds of Buenavista","642","10","Colombia","Boyacá","Animals, Birds","Alejandro Pérez,  Cesar Villamil,  Alejandro Montañez","December, 2014","2014","English"
"Minas Gerais -- Frogs & Toads of Iracambi","641","7","Brazil","","Animals, Amphibians","Jen Moss, Brecht Van de Veire","August, 2014","2014","English"
"Chocó -- Medicinal Plants of Bocas de Bebará","640","2","Colombia","","Plants, Useful plants","Jhon Jairo Salas P.,  Bibiana Moncada,  Eva Ledezma R.","June, 2014","2014","English"
